trace,len,percentage,Variant_Name,len_trace
"(NEW,""CHANGE DIAGN"",""CHANGE END"",FIN,RELEASE,""CODE OK"",BILLED)",4,0.004,Variant_196,7
"(NEW,FIN,""SET STATUS"")",4,0.004,Variant_197,3
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",4,0.004,Variant_198,12
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",4,0.004,Variant_199,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",4,0.004,Variant_200,16
"(NEW,FIN,REOPEN,FIN,DELETE)",4,0.004,Variant_201,5
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",4,0.004,Variant_202,10
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",3,0.003,Variant_203,11
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,BILLED)",3,0.003,Variant_204,8
"(NEW,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED,""CODE OK"")",3,0.003,Variant_205,8
"(NEW,""CHANGE DIAGN"",FIN,""SET STATUS"",RELEASE,""SET STATUS"")",3,0.003,Variant_206,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",DELETE)",3,0.003,Variant_207,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",3,0.003,Variant_208,12
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_209,11
"(NEW,FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_210,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,DELETE)",3,0.003,Variant_211,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_212,7
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN)",3,0.003,Variant_213,4
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_214,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",3,0.003,Variant_215,17
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN)",3,0.003,Variant_216,6
"(NEW,BILLED)",3,0.003,Variant_217,2
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,REOPEN,DELETE)",3,0.003,Variant_218,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",3,0.003,Variant_219,7
"(NEW,NEW,NEW,NEW,NEW,DELETE)",3,0.003,Variant_220,6
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED)",3,0.003,Variant_221,9
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",MANUAL)",3,0.003,Variant_222,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_223,14
"(NEW,FIN,RELEASE,""CODE OK"",""SET STATUS"")",3,0.003,Variant_224,5
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_225,10
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_226,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_227,15
"(NEW,NEW,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",3,0.003,Variant_228,13
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",3,0.003,Variant_229,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",3,0.003,Variant_230,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",3,0.003,Variant_231,10
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",3,0.003,Variant_232,13
"(NEW,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_233,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_234,19
"(NEW,NEW,NEW,NEW)",3,0.003,Variant_235,4
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,""CODE OK"")",3,0.003,Variant_236,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_237,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN)",3,0.003,Variant_238,9
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,DELETE)",3,0.003,Variant_239,7
"(NEW,FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",DELETE)",3,0.003,Variant_240,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,BILLED)",3,0.003,Variant_241,11
"(NEW,FIN,RELEASE,MANUAL,DELETE)",3,0.003,Variant_242,5
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",DELETE)",3,0.003,Variant_243,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"")",3,0.003,Variant_244,10
"(NEW,RELEASE,BILLED)",3,0.003,Variant_245,3
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",3,0.003,Variant_246,11
"(NEW,NEW,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT)",3,0.003,Variant_247,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_248,22
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,RELEASE,""CODE OK"",BILLED,""CODE OK"")",3,0.003,Variant_249,12
"(NEW,FIN,RELEASE,BILLED,STORNO,REJECT,MANUAL,BILLED)",3,0.003,Variant_250,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_251,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",3,0.003,Variant_252,8
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_253,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",3,0.003,Variant_254,11
"(NEW,FIN,RELEASE,""CODE ERROR"",BILLED,""CODE NOK"",""CODE NOK"",""CODE OK"")",3,0.003,Variant_255,8
"(NEW,NEW,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,DELETE,DELETE)",3,0.003,Variant_256,8
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",3,0.003,Variant_257,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,""SET STATUS"")",3,0.003,Variant_258,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",3,0.003,Variant_259,15
"(NEW,FIN,RELEASE,BILLED,STORNO,BILLED)",3,0.003,Variant_260,6
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_261,15
"(NEW,""CHANGE DIAGN"",""CHANGE END"",DELETE)",2,0.002,Variant_262,4
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",2,0.002,Variant_263,10
"(NEW,FIN,RELEASE,BILLED,STORNO,REJECT,FIN,RELEASE,BILLED)",2,0.002,Variant_264,9
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",2,0.002,Variant_265,8
"(NEW,FIN,RELEASE,""CODE NOK"",""SET STATUS"",""CODE NOK"")",2,0.002,Variant_266,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_267,10
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",2,0.002,Variant_268,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",2,0.002,Variant_269,15
"(NEW,FIN,RELEASE,""CODE NOK"",MANUAL,BILLED)",2,0.002,Variant_270,6
"(NEW,FIN,MANUAL,BILLED)",2,0.002,Variant_271,4
"(NEW,FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_272,8
"(NEW,FIN,REOPEN,FIN,RELEASE)",2,0.002,Variant_273,5
"(NEW,NEW,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",2,0.002,Variant_274,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",REOPEN,DELETE)",2,0.002,Variant_275,11
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",2,0.002,Variant_276,13
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_277,12
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_278,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CODE OK"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_279,15
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",2,0.002,Variant_280,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",MANUAL)",2,0.002,Variant_281,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""SET STATUS"",""SET STATUS"",""SET STATUS"")",2,0.002,Variant_282,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,MANUAL)",2,0.002,Variant_283,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_284,15
"(NEW,""CODE OK"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_285,6
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_286,11
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",""CODE OK"",BILLED)",2,0.002,Variant_287,8
"(NEW,FIN,REOPEN,FIN,REOPEN,""CHANGE END"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_288,10
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_289,11
"(NEW,NEW,NEW,NEW,FIN,DELETE)",2,0.002,Variant_290,6
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_291,20
"(NEW,FIN,RELEASE,""CODE NOK"",FIN,RELEASE,""CODE NOK"",BILLED)",2,0.002,Variant_292,8
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",2,0.002,Variant_293,10
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",2,0.002,Variant_294,10
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,DELETE)",2,0.002,Variant_295,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""SET STATUS"",RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_296,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",2,0.002,Variant_297,10
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,RELEASE,""CODE NOK"",BILLED)",2,0.002,Variant_298,10
"(NEW,FIN,RELEASE,""CODE NOK"",""SET STATUS"",""CODE NOK"",""SET STATUS"")",2,0.002,Variant_299,7
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,BILLED,""CODE OK"",""CODE OK"")",2,0.002,Variant_300,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_301,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,""CODE OK"")",2,0.002,Variant_302,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_303,13
"(NEW,""CHANGE DIAGN"",FIN,""SET STATUS"",""SET STATUS"",REOPEN,FIN,""SET STATUS"")",2,0.002,Variant_304,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,""CODE OK"")",2,0.002,Variant_305,9
"(NEW,FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_306,12
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED)",2,0.002,Variant_307,8
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,DELETE)",2,0.002,Variant_308,12
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,BILLED,STORNO,REOPEN,DELETE)",2,0.002,Variant_309,10
"(NEW,FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",EMPTY)",2,0.002,Variant_310,12
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_311,13
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_312,13
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,""CODE OK"")",2,0.002,Variant_313,8
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",2,0.002,Variant_314,13
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,EMPTY)",2,0.002,Variant_315,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,DELETE)",2,0.002,Variant_316,5
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT)",2,0.002,Variant_317,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_318,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,BILLED)",2,0.002,Variant_319,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,MANUAL)",2,0.002,Variant_320,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_321,18
"(NEW,NEW,""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",2,0.002,Variant_322,13
"(NEW,FIN,REOPEN,FIN,REOPEN,DELETE)",2,0.002,Variant_323,6
"(NEW,NEW,FIN,FIN,RELEASE,RELEASE,""CODE NOK"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,BILLED,BILLED)",2,0.002,Variant_324,13
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",2,0.002,Variant_325,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_326,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_327,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""SET STATUS"",""SET STATUS"")",2,0.002,Variant_328,6
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,BILLED,""CODE OK"")",2,0.002,Variant_329,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",BILLED)",2,0.002,Variant_330,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_331,12
"(NEW,FIN,RELEASE,BILLED,STORNO,MANUAL,BILLED)",2,0.002,Variant_332,7
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_333,13
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"",""SET STATUS"")",2,0.002,Variant_334,9
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_335,10
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_336,19
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_337,9
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_338,11
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",2,0.002,Variant_339,11
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_340,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,REOPEN,DELETE)",2,0.002,Variant_341,13
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_342,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CODE NOK"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_343,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",BILLED)",2,0.002,Variant_344,8
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_345,16
"(NEW,FIN,RELEASE,""CODE NOK"",""SET STATUS"",""SET STATUS"",""SET STATUS"")",2,0.002,Variant_346,7
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED,STORNO,REJECT,BILLED)",2,0.002,Variant_347,14
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",""CODE OK"",BILLED)",2,0.002,Variant_348,7
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",2,0.002,Variant_349,9
"(NEW,FIN,RELEASE,RELEASE,BILLED)",2,0.002,Variant_350,5
"(NEW,""CHANGE DIAGN"",FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_351,9
"(NEW,NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",2,0.002,Variant_352,15
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",2,0.002,Variant_353,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_354,19
"(NEW,NEW,FIN)",2,0.002,Variant_355,3
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_356,13
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,BILLED)",2,0.002,Variant_357,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",DELETE)",2,0.002,Variant_358,8
"(NEW,""CHANGE DIAGN"",""SET STATUS"",""SET STATUS"",FIN,RELEASE,""SET STATUS"")",2,0.002,Variant_359,7
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_360,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",DELETE)",2,0.002,Variant_361,7
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_362,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,BILLED)",2,0.002,Variant_363,5
"(NEW,""CHANGE DIAGN"",DELETE,JOIN-PAT)",2,0.002,Variant_364,4
"(NEW,NEW,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED,STORNO,STORNO,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,REJECT,REJECT,BILLED,BILLED)",2,0.002,Variant_365,20
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,BILLED,STORNO,""SET STATUS"")",2,0.002,Variant_366,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"")",2,0.002,Variant_367,9
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""SET STATUS"",RELEASE,""CODE OK"",REOPEN,DELETE)",2,0.002,Variant_368,12
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_369,10
"(NEW,NEW,NEW,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_370,7
"(NEW,NEW,FIN,DELETE)",2,0.002,Variant_371,4
